"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3581248";"";"None";"383.49";"0";"4.25";"10f";"COc1cc2c(cc1OC(C)C)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C";"Ki";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"19.70";"0.37";"3.30";"18.81";"0";"CHEMBL3584688";"Displacement of [3H]LSD from human recombinant 5-HT7 receptor expressed in HEK cell membranes by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580564";"1";"Scientific Literature";"J Nat Prod";"2015";"CHEMBL3307715";"";"";"";"28.0"
"CHEMBL408429";"";"None";"391.56";"0";"4.30";"14a";"CCC1(CCCCN2CCN(c3ccccc3)CC2)C(=O)N(C)c2ccccc21";"Ki";"'='";"33.38";"nM";"7.48";"";"";"UO_0000065";"19.09";"0.35";"3.18";"27.91";"0";"CHEMBL927089";"Displacement of [3H]LSD from human recombinant 5HT7 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144747";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308072";"";"";"";"33.38"
"CHEMBL258075";"";"None";"219.29";"0";"2.08";"18";"CC(C)Oc1cccc2c1N=C(N)NC2C";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"41.04";"0.77";"6.92";"15.09";"0";"CHEMBL930824";"Displacement of [3H]LSD from human recombinant 5HT7 receptor expressed in HEK293-EBNA cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-EBNA";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141581";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3833702";"";"";"";"1.0"
"CHEMBL271298";"";"None";"244.13";"0";"2.86";"16";"CNC1=Nc2ccc(Cl)c(Cl)c2C(C)N1";"Ki";"'='";"13.2";"nM";"7.88";"";"";"UO_0000065";"32.28";"0.72";"5.02";"21.63";"0";"CHEMBL930824";"Displacement of [3H]LSD from human recombinant 5HT7 receptor expressed in HEK293-EBNA cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-EBNA";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141581";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3833702";"";"";"";"13.2"
"CHEMBL3403338";"";"None";"394.88";"1";"5.36";"12";"O=S(=O)(Nc1ccccc1-c1nccc2ccccc12)c1ccc(Cl)cc1";"Ki";"'='";"17890.0";"nM";"4.75";"";"";"UO_0000065";"12.02";"0.24";"-0.61";"8.04";"0";"CHEMBL3404598";"Displacement of [3H]-5-CT from human cloned 5-HT7R expressed in HEK293 cells at 0.1 and 1 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3399949";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3307715";"";"";"";"17890.0"
"CHEMBL317535";"";"None";"260.34";"0";"2.45";"42";"CCOC(=O)c1[nH]c2ccccc2c1CCN(C)C";"Ki";"'='";"510.0";"nM";"6.29";"";"";"UO_0000065";"24.17";"0.45";"3.84";"13.88";"0";"CHEMBL620821";"Binding affinity for 5-hydroxytryptamine 7 receptor human cloned receptors in CHO cells using [3H]5-HT";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134783";"1";"Scientific Literature";"J Med Chem";"2001";"CHEMBL3308072";"";"";"";"510.0"
"CHEMBL241102";"";"None";"394.47";"0";"3.97";"33";"COc1cc2c(cc1OC)CN(/C=N/c1ccc3c(c1)C(OC(C)=O)CC3)CC2";"Ki";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"15.21";"0.28";"2.03";"9.94";"0";"CHEMBL886703";"Displacement of [3H]5CT from 5HT7 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139165";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"1.0"
"CHEMBL162071";"";"None";"258.39";"0";"3.40";"3j";"CN(C)CCSc1ccnc(-c2ccccc2)c1";"Ki";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"27.09";"0.53";"3.60";"43.40";"0";"CHEMBL620825";"Binding affinity towards human 5-hydroxytryptamine 7 receptor by the displacement of [3H]-5-HT radioligand from the cloned receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147426";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3308072";"";"";"";"100.0"
"CHEMBL4442385";"";"None";"414.55";"0";"4.58";"5.1d";"O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccccn2)CC1";"Ki";"'='";"184.0";"nM";"6.74";"";"";"UO_0000065";"16.25";"0.30";"2.16";"16.97";"0";"CHEMBL4390413";"Displacement of [3H]-5-CT from recombinant human 5HT7B receptor expressed in HEK293 cells measured after 1 hr by microbeta counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4387768";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3307715";"";"";"";"184.0"
"CHEMBL4458938";"";"None";"464.61";"1";"5.73";"5.1g";"O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2cccc3cccnc23)CC1";"Ki";"'='";"119.0";"nM";"6.92";"";"";"UO_0000065";"14.90";"0.27";"1.19";"17.45";"0";"CHEMBL4390413";"Displacement of [3H]-5-CT from recombinant human 5HT7B receptor expressed in HEK293 cells measured after 1 hr by microbeta counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4387768";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3307715";"";"";"";"119.0"
"CHEMBL4538667";"";"None";"448.61";"0";"4.14";"5.4";"COc1ccccc1N1CCN(CCCCCCn2c(=O)n3c4c(cccc42)CCC3)CC1";"Ki";"'='";"291.0";"nM";"6.54";"";"";"UO_0000065";"14.57";"0.27";"2.40";"15.33";"0";"CHEMBL4390413";"Displacement of [3H]-5-CT from recombinant human 5HT7B receptor expressed in HEK293 cells measured after 1 hr by microbeta counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4387768";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3307715";"";"";"";"291.0"
"CHEMBL4526012";"";"None";"276.14";"0";"3.33";"34";"Cn1cncc1-c1c[nH]c2ccc(Br)cc12";"Ki";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"27.30";"0.64";"4.21";"22.43";"0";"CHEMBL4394034";"Displacement of [3H]-5-CT from human recombinant 5-HT7B receptor expressed in HEK293 cells measured after 1 hr by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393658";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";"";"29.0"
"CHEMBL4583507";"";"None";"259.28";"0";"3.20";"38";"CCn1cncc1-c1c[nH]c2ccc(OC)c(F)c12";"Ki";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"28.30";"0.53";"4.14";"17.13";"0";"CHEMBL4394034";"Displacement of [3H]-5-CT from human recombinant 5-HT7B receptor expressed in HEK293 cells measured after 1 hr by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393658";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";"";"46.0"
"CHEMBL114345";"";"None";"483.61";"0";"4.45";"16";"O=C(c1ccc(F)cc1)C1CCN(CC[C@H]2CCCN2S(=O)(=O)c2ccc3cc[nH]c3c2)CC1";"Ki";"'='";"0.8318";"nM";"9.08";"";"";"UO_0000065";"18.78";"0.36";"4.63";"12.36";"0";"CHEMBL619899";"Binding affinity for human cloned 5-hydroxytryptamine 7 receptor in HEK 293 using [3H]5-CT as a radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134976";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"CHEMBL3307715";"";"";"";"-9.08"
"CHEMBL5202120";"";"None";"356.48";"0";"1.44";"13";"Nc1nc(N)nc(NCCCCCN2CCN(c3ccccc3)CC2)n1";"Ki";"'='";"1039.0";"nM";"5.98";"";"";"UO_0000065";"16.78";"0.31";"4.54";"5.48";"0";"CHEMBL5121177";"Displacement of [3H]-5-CT from human 5-HT7 receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5120748";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 1.0 hr";"ANTAGONIST";"";"1039.0"
"CHEMBL5187317";"";"None";"386.50";"0";"1.45";"14";"COc1ccccc1N1CCN(CCCCCNc2nc(N)nc(N)n2)CC1";"Ki";"'='";"947.0";"nM";"6.02";"";"";"UO_0000065";"15.59";"0.29";"4.57";"5.09";"0";"CHEMBL5121177";"Displacement of [3H]-5-CT from human 5-HT7 receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5120748";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 1.0 hr";"ANTAGONIST";"";"947.0"
"CHEMBL5197911";"";"None";"400.53";"0";"1.84";"17";"COc1ccccc1N1CCN(CCCCCCNc2nc(N)nc(N)n2)CC1";"Ki";"'='";"713.0";"nM";"6.15";"";"";"UO_0000065";"15.35";"0.29";"4.31";"5.19";"0";"CHEMBL5121177";"Displacement of [3H]-5-CT from human 5-HT7 receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5120748";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 1.0 hr";"ANTAGONIST";"";"713.0"
"CHEMBL5194826";"";"None";"414.52";"0";"2.92";"23";"Nc1nc(NCCc2c[nH]c3ccccc23)nc(N2CCN(c3ccccc3)CC2)n1";"Ki";"'='";"798.0";"nM";"6.10";"";"";"UO_0000065";"14.71";"0.27";"3.18";"6.16";"0";"CHEMBL5121177";"Displacement of [3H]-5-CT from human 5-HT7 receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5120748";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 1.0 hr";"ANTAGONIST";"";"798.0"
"CHEMBL5178499";"";"None";"388.48";"0";"3.11";"26";"Nc1nc(NCCNc2ccccc2)nc(NCCc2c[nH]c3ccccc23)n1";"Ki";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"19.94";"0.36";"4.63";"6.64";"0";"CHEMBL5121177";"Displacement of [3H]-5-CT from human 5-HT7 receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5120748";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 1.0 hr";"ANTAGONIST";"";"18.0"
"CHEMBL5189520";"";"None";"419.49";"0";"3.09";"30";"COc1ccccc1OCCNc1nc(N)nc(NCCc2c[nH]c3ccccc23)n1";"Ki";"'='";"428.0";"nM";"6.37";"";"";"UO_0000065";"15.18";"0.28";"3.28";"5.18";"0";"CHEMBL5121177";"Displacement of [3H]-5-CT from human 5-HT7 receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5120748";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 1.0 hr";"ANTAGONIST";"";"428.0"
"CHEMBL4585956";"";"None";"294.13";"0";"3.47";"32";"Cn1cncc1-c1c[nH]c2ccc(Br)c(F)c12";"Ki";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"26.70";"0.63";"4.38";"23.37";"0";"CHEMBL4394034";"Displacement of [3H]-5-CT from human recombinant 5-HT7B receptor expressed in HEK293 cells measured after 1 hr by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393658";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";"";"14.0"
"CHEMBL4444268";"";"None";"258.26";"0";"1.81";"39";"Cn1cncc1-c1c[nH]c2ccc(C(N)=O)c(F)c12";"Ki";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"29.99";"0.56";"5.93";"10.10";"0";"CHEMBL4394034";"Displacement of [3H]-5-CT from human recombinant 5-HT7B receptor expressed in HEK293 cells measured after 1 hr by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393658";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";"";"18.0"
"CHEMBL18840";"";"None";"203.25";"0";"0.77";"5-CT";"NCCc1c[nH]c2ccc(C(N)=O)cc12";"Ki";"'='";"0.35";"nM";"9.46";"";"";"UO_0000065";"46.52";"0.86";"8.69";"11.14";"0";"CHEMBL4770539";"Displacement of [3H]-5-CT from human 5-HT7R expressed in human HEK293 cells assessed as inhibitory constant incubated for 60 mins by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765335";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"0.35"
"CHEMBL4777209";"";"None";"469.00";"1";"6.14";"7b";"COc1ccc(-c2ccccc2N2CCN(CCCCOc3ccc(Cl)c(F)c3)CC2)cc1";"Ki";"'='";"61.4";"nM";"7.21";"";"";"UO_0000065";"15.38";"0.30";"1.07";"28.92";"0";"CHEMBL4770539";"Displacement of [3H]-5-CT from human 5-HT7R expressed in human HEK293 cells assessed as inhibitory constant incubated for 60 mins by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765335";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"61.4"
"CHEMBL4784167";"";"None";"460.62";"1";"5.16";"26";"COc1ccc(-c2ccccc2N2CCN(CC(C)(C)CCCOc3cnccn3)CC2)cc1";"Ki";"'='";"62.8";"nM";"7.20";"";"";"UO_0000065";"15.64";"0.29";"2.04";"14.20";"0";"CHEMBL4770539";"Displacement of [3H]-5-CT from human 5-HT7R expressed in human HEK293 cells assessed as inhibitory constant incubated for 60 mins by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765335";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"62.8"
"CHEMBL4798874";"";"None";"464.97";"1";"5.36";"9";"COc1ccc(-c2ccccc2N2CCN(CC#CCOc3ccc(Cl)c(F)c3)CC2)cc1";"Ki";"'='";"410.0";"nM";"6.39";"";"";"UO_0000065";"13.74";"0.26";"1.03";"25.61";"0";"CHEMBL4770539";"Displacement of [3H]-5-CT from human 5-HT7R expressed in human HEK293 cells assessed as inhibitory constant incubated for 60 mins by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765335";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"410.0"
"CHEMBL2312637";"";"None";"493.46";"0";"4.42";"37";"O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2cccnc2c1";"Ki";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"15.22";"0.32";"3.09";"11.46";"0";"CHEMBL2321512";"Displacement of [3H]-5-CT from human 5HT7 receptor expressed in HEK293 after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311489";"1";"Scientific Literature";"Eur J Med Chem";"2013";"CHEMBL3307715";"";"";"";"31.0"
"CHEMBL3819556";"";"None";"337.89";"0";"4.37";"8";"Cl.Fc1ccc(SCCCN2CCc3ccccc3C2)cc1";"Ki";"'='";"49.0";"nM";"7.31";"";"";"UO_0000065";"24.25";"0.48";"2.94";"225.61";"0";"CHEMBL3821449";"Displacement of [3H]LSD from human 5-HT7 receptor expressed in cell membranes after 1 hr by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3817758";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"";"";"";"49.0"
"CHEMBL3581254";"";"None";"381.47";"0";"4.03";"10l";"C=CCOc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3";"Ki";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"20.18";"0.38";"3.67";"19.17";"0";"CHEMBL3584688";"Displacement of [3H]LSD from human recombinant 5-HT7 receptor expressed in HEK cell membranes by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580564";"1";"Scientific Literature";"J Nat Prod";"2015";"CHEMBL3307715";"";"";"";"20.0"
"CHEMBL3581246";"";"None";"425.57";"1";"5.42";"10d";"CCCCCCOc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3";"Ki";"'='";"58.0";"nM";"7.24";"";"";"UO_0000065";"17.00";"0.32";"1.82";"18.02";"0";"CHEMBL3584688";"Displacement of [3H]LSD from human recombinant 5-HT7 receptor expressed in HEK cell membranes by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580564";"1";"Scientific Literature";"J Nat Prod";"2015";"CHEMBL3307715";"";"";"";"58.0"
"CHEMBL3581253";"";"None";"423.55";"1";"5.18";"10k";"COc1cc2c(cc1OC1CCCCC1)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C";"Ki";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"17.24";"0.32";"2.12";"18.18";"0";"CHEMBL3584688";"Displacement of [3H]LSD from human recombinant 5-HT7 receptor expressed in HEK cell membranes by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580564";"1";"Scientific Literature";"J Nat Prod";"2015";"CHEMBL3307715";"";"";"";"50.0"
"CHEMBL4209430";"";"None";"392.36";"0";"4.97";"8j";"Clc1ccc(CCN2CCN(c3nsc4ccccc34)CC2)cc1Cl";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"20.19";"0.43";"2.95";"40.89";"0";"CHEMBL4182006";"Displacement of [3H]-LSD from recombinant human 5-HT7 receptor expressed in CHO cell membranes measured after 60 mins by scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177692";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"12.0"
"CHEMBL3763858";"";"None";"413.01";"1";"5.97";"14";"CC1CC(C)CN(CCCCCC(=O)n2c3ccccc3c3ccccc32)C1.Cl";"Ki";"'='";"831.76";"nM";"6.08";"";"";"UO_0000065";"16.15";"0.30";"0.11";"24.09";"0";"CHEMBL3768247";"Displacement of [3H]LSD from 5-HT7 receptor (unknown origin) expressed in CHO-K1 cells by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763052";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307512";"";"";"";"6.08"
"CHEMBL3763677";"";"None";"476.06";"1";"5.81";"32";"Cl.O=C(CCCCCN1CCN(Cc2ccccc2)CC1)n1c2ccccc2c2ccccc21";"Ki";"'='";"127.0";"nM";"6.90";"";"";"UO_0000065";"15.69";"0.29";"1.09";"24.21";"0";"CHEMBL3768247";"Displacement of [3H]LSD from 5-HT7 receptor (unknown origin) expressed in CHO-K1 cells by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763052";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307512";"";"";"";"127.0"
"CHEMBL3764650";"";"None";"492.06";"1";"5.83";"28";"COc1ccccc1N1CCN(CCCCCC(=O)n2c3ccccc3c3ccccc32)CC1.Cl";"Ki";"'='";"74.0";"nM";"7.13";"";"";"UO_0000065";"15.65";"0.29";"1.30";"18.91";"0";"CHEMBL3768247";"Displacement of [3H]LSD from 5-HT7 receptor (unknown origin) expressed in CHO-K1 cells by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763052";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307512";"";"";"";"74.0"
"CHEMBL3763534";"";"None";"370.92";"1";"5.09";"8";"Cl.O=C(CCCCCN1CCCC1)n1c2ccccc2c2ccccc21";"Ki";"'='";"1051.0";"nM";"5.98";"";"";"UO_0000065";"17.87";"0.33";"0.89";"23.69";"0";"CHEMBL3768247";"Displacement of [3H]LSD from 5-HT7 receptor (unknown origin) expressed in CHO-K1 cells by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763052";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307512";"";"";"";"1051.0"
"CHEMBL3763883";"";"None";"406.96";"1";"5.74";"5";"CN(CCCCC(=O)n1c2ccccc2c2ccccc21)Cc1ccccc1.Cl";"Ki";"'='";"513.0";"nM";"6.29";"";"";"UO_0000065";"16.98";"0.31";"0.55";"24.92";"0";"CHEMBL3768247";"Displacement of [3H]LSD from 5-HT7 receptor (unknown origin) expressed in CHO-K1 cells by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763052";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307512";"";"";"";"513.0"
