"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4447416";"";"None";"348.84";"0";"2.00";"WA-13";"CC(Oc1ccccc1Cl)c1nc(N)nc(N2CCN(C)CC2)n1";"Ki";"'='";"38730.0";"nM";"4.41";"";"";"UO_0000065";"12.65";"0.25";"2.41";"5.49";"1";"CHEMBL5216599";"Displacement of [3H]-5Carboxyamidotryptamine from human 5-HT7R expressed in HEK293 cells by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5214932";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"INHIBITOR";"";"38.73"
"CHEMBL42";"CLOZAPINE";"4.0";"326.83";"0";"3.72";"1";"CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1";"Ki";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"23.70";"0.46";"4.02";"25.09";"1";"CHEMBL3378892";"Displacement of [3H]]-5-CT from human cloned 5-HT7R expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352178";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"CHEMBL3307715";"";"";"";"18.0"
"CHEMBL3310123";"";"None";"317.78";"0";"1.34";"4";"CC1(O)c2ccccc2-c2ccc(C(=O)N=C(N)N)cc21.Cl";"Ki";"'='";"4.3";"nM";"8.37";"";"";"UO_0000065";"29.74";"0.54";"7.03";"8.23";"1";"CHEMBL3381336";"Displacement of [3H]5-HT from human 5-HT7 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351957";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"CHEMBL3308072";"";"";"";"4.3"
"CHEMBL282199";"";"None";"352.50";"0";"2.67";"SB269970";"CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1";"Ki";"'='";"1.259";"nM";"8.90";"";"";"UO_0000065";"25.25";"0.51";"6.23";"14.63";"1";"CHEMBL3863667";"Displacement of [3H]-5-CT from human 5-HT7a receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3862017";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"CHEMBL3307715";"";"";"";"8.9"
"CHEMBL3580670";"";"None";"411.54";"1";"5.03";"10c";"CCCCCOc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3";"Ki";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"18.52";"0.35";"2.59";"18.97";"0";"CHEMBL3584688";"Displacement of [3H]LSD from human recombinant 5-HT7 receptor expressed in HEK cell membranes by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580564";"1";"Scientific Literature";"J Nat Prod";"2015";"CHEMBL3307715";"";"";"";"24.0"
"CHEMBL228082";"GLAUCINE";"None";"355.43";"0";"3.47";"7";"COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3";"Ki";"'='";"43.0";"nM";"7.37";"";"";"UO_0000065";"20.73";"0.39";"3.90";"18.34";"0";"CHEMBL3584688";"Displacement of [3H]LSD from human recombinant 5-HT7 receptor expressed in HEK cell membranes by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580564";"1";"Scientific Literature";"J Nat Prod";"2015";"CHEMBL3307715";"";"";"";"43.0"
"CHEMBL1112";"ARIPIPRAZOLE";"4.0";"448.39";"0";"4.86";"Aripiprazole";"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1";"Ki";"'='";"10.3";"nM";"7.99";"";"";"UO_0000065";"17.81";"0.36";"3.13";"17.82";"0";"CHEMBL3821449";"Displacement of [3H]LSD from human 5-HT7 receptor expressed in cell membranes after 1 hr by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3817758";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"";"";"";"10.3"
"CHEMBL5081379";"";"None";"289.81";"0";"4.52";"1c";"CCCNCc1ccc(Cl)c(-c2ccccc2OC)c1";"Ki";"'='";"6.8";"nM";"8.17";"";"";"UO_0000065";"28.18";"0.56";"3.65";"38.42";"0";"CHEMBL5039770";"Displacement of [3H] D-lysergic acid diethylamide from 5-HT7R (unknown origin) transfected in HEK293 cells incubated for 1.5 hrs by microbeta scintillation counter analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038590";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.5 hr";"AGONIST";"";"6.8"
"CHEMBL3927929";"";"None";"432.52";"0";"4.42";"3a";"COc1ccccc1-c1cc(CN2CCN(c3ccccc3OC)CC2)cc2c1OCO2";"Ki";"'='";"34.0";"nM";"7.47";"";"";"UO_0000065";"17.27";"0.32";"3.05";"17.21";"0";"CHEMBL3870467";"Displacement of [3H]D-lysergic acid diethylamide from 5HT7R (unknown origin) expressed in HEK293 cell membranes incubated for 1.5 hrs in absence of light by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3870307";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715";"";"";"";"34.0"
"CHEMBL3952371";"";"None";"325.45";"0";"4.60";"2m";"COc1ccccc1-c1cc(CN2CCC(C)CC2)ccc1OC";"Ki";"'='";"3063.0";"nM";"5.51";"";"";"UO_0000065";"16.94";"0.31";"0.91";"25.41";"0";"CHEMBL3870467";"Displacement of [3H]D-lysergic acid diethylamide from 5HT7R (unknown origin) expressed in HEK293 cell membranes incubated for 1.5 hrs in absence of light by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3870307";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715";"";"";"";"3063.0"
"CHEMBL3769836";"";"None";"426.49";"0";"1.78";"2";"CC1(c2ccc(F)cc2)NC(=O)N(CC(O)CN2CCN(c3ccccc3)CC2)C1=O";"Ki";"'='";"223.0";"nM";"6.65";"";"";"UO_0000065";"15.60";"0.29";"4.87";"8.74";"0";"CHEMBL3771917";"Displacement of [3H]-5-CT from human 5-HT7 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3769356";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715";"";"";"";"223.0"
"CHEMBL4206411";"";"None";"232.26";"0";"2.17";"2b";"Fc1ccccc1-c1noc2c1CCNCC2";"Ki";"'='";"366.0";"nM";"6.44";"";"";"UO_0000065";"27.71";"0.52";"4.27";"16.91";"0";"CHEMBL4199347";"Displacement of [3H]LSD from human 5-HT7 receptor expressed in HEK cell membranes after 1.5 hrs by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196105";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"366.0"
"CHEMBL345803";"";"None";"264.42";"0";"3.46";"18";"CN(C)CCSc1nc(-c2ccccc2)cs1";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"29.96";"0.64";"4.46";"49.11";"1";"CHEMBL1072174";"Displacement of [3H]5CT from human cloned 5HT7B receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157560";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3307715";"";"";"";"12.0"
"CHEMBL4171652";"";"None";"500.00";"0";"1.52";"13";"COc1ccc(C2(C)NC(=O)N(CC(O)CN3CCN(c4ccccc4C#N)CC3)C2=O)cc1.Cl";"Ki";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"16.48";"0.31";"6.12";"7.00";"0";"CHEMBL4148419";"Displacement of [3H]-5-CT from human 5HT7BR expressed in HEK293 cell membranes after 1 hr by Microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145534";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"23.0"
"CHEMBL4168743";"";"None";"474.99";"0";"1.65";"5";"COc1ccccc1N1CCN(CC(O)CN2C(=O)NC(C)(c3ccccc3)C2=O)CC1.Cl";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"18.24";"0.34";"6.35";"9.37";"0";"CHEMBL4148419";"Displacement of [3H]-5-CT from human 5HT7BR expressed in HEK293 cell membranes after 1 hr by Microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145534";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"10.0"
"CHEMBL282199";"";"None";"352.50";"0";"2.67";"24, SB-269970";"CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1";"Ki";"'='";"1.259";"nM";"8.90";"";"";"UO_0000065";"25.25";"0.51";"6.23";"14.63";"1";"CHEMBL618162";"Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor was determined in HEK293 cells using [3H]5-CT as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145937";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3307715";"";"";"";"-8.9"
"CHEMBL2442998";"";"None";"474.61";"0";"3.60";"25a";"COc1ccc(-c2ccccc2N2CCN(CCOCCC(=O)NCc3cccnc3)CC2)cc1";"Ki";"'='";"23.8";"nM";"7.62";"";"";"UO_0000065";"16.06";"0.30";"4.02";"11.39";"1";"CHEMBL3118889";"Displacement of [3H]5-CT from human 5HT7 receptor transfected in HEK293 cells after 60 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3112417";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"CHEMBL3307715";"";"";"";"23.8"
"CHEMBL4790826";"";"None";"433.98";"0";"2.92";"17";"COc1ccccc1CNC(=O)CCCN1CCN(c2ccccc2OC)CC1.Cl";"Ki";"'='";"869.0";"nM";"6.06";"";"";"UO_0000065";"15.25";"0.29";"3.14";"11.22";"0";"CHEMBL4772298";"Displacement of [3H]-5-CT from human 5HT7 receptor expressed in HEK293 cells measured after 1 hr by microbeta counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765382";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 1.0 hr";"ANTAGONIST";"";"869.0"
"CHEMBL4791207";"";"None";"504.07";"0";"4.58";"24";"COc1ccccc1N1CCN(CCCCC(=O)Nc2cccc(C(=O)OC(C)(C)C)c2)CC1.Cl";"Ki";"'='";"927.0";"nM";"6.03";"";"";"UO_0000065";"12.90";"0.24";"1.45";"8.48";"0";"CHEMBL4772298";"Displacement of [3H]-5-CT from human 5HT7 receptor expressed in HEK293 cells measured after 1 hr by microbeta counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765382";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 1.0 hr";"ANTAGONIST";"";"927.0"
"CHEMBL4248544";"";"None";"520.72";"2";"5.21";"79";"O=S(=O)(c1cccc2ncccc12)N1CCCC[C@@H]1CCN1CCN(c2cccc3sccc23)CC1";"Ki";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"14.71";"0.29";"2.45";"13.49";"0";"CHEMBL4229837";"Displacement of [3H]-5-CT from human 5-HT7R expressed in HEK293 cell membranes after 1 hr at 37 degC by microbeta counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229332";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"22.0"
"CHEMBL4243848";"";"None";"506.70";"1";"4.81";"64";"O=S(=O)(c1cccc2ncccc12)N1CCC[C@@H]1CCN1CCN(c2cccc3sccc23)CC1";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"17.76";"0.35";"4.19";"15.86";"0";"CHEMBL4229837";"Displacement of [3H]-5-CT from human 5-HT7R expressed in HEK293 cell membranes after 1 hr at 37 degC by microbeta counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229332";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"1.0"
"CHEMBL4464377";"";"None";"211.27";"0";"3.05";"16";"CCn1cncc1-c1c[nH]c2ccccc12";"Ki";"'='";"531.0";"nM";"6.28";"";"";"UO_0000065";"29.70";"0.54";"3.22";"18.67";"0";"CHEMBL4394034";"Displacement of [3H]-5-CT from human recombinant 5-HT7B receptor expressed in HEK293 cells measured after 1 hr by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393658";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";"";"531.0"
"CHEMBL4455588";"";"None";"225.29";"0";"3.36";"18";"CCn1cncc1-c1c[nH]c2ccc(C)cc12";"Ki";"'='";"44.0";"nM";"7.36";"";"";"UO_0000065";"32.65";"0.59";"4.00";"21.89";"0";"CHEMBL4394034";"Displacement of [3H]-5-CT from human recombinant 5-HT7B receptor expressed in HEK293 cells measured after 1 hr by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393658";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";"";"44.0"
"CHEMBL4216263";"";"None";"337.16";"0";"3.66";"21; AGH-107";"CCn1cncc1-c1c[nH]c2ccc(I)cc12";"Ki";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"24.39";"0.66";"4.56";"24.46";"1";"CHEMBL4394034";"Displacement of [3H]-5-CT from human recombinant 5-HT7B receptor expressed in HEK293 cells measured after 1 hr by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393658";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";"";"6.0"
"CHEMBL4476520";"";"None";"295.26";"0";"3.95";"23";"CCn1cncc1-c1c[nH]c2ccc(OC(F)(F)F)cc12";"Ki";"'='";"273.0";"nM";"6.56";"";"";"UO_0000065";"22.23";"0.43";"2.61";"15.32";"0";"CHEMBL4394034";"Displacement of [3H]-5-CT from human recombinant 5-HT7B receptor expressed in HEK293 cells measured after 1 hr by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393658";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";"";"273.0"
"CHEMBL4462820";"";"None";"308.15";"0";"3.95";"33";"CCn1cncc1-c1c[nH]c2ccc(Br)c(F)c12";"Ki";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"25.30";"0.59";"3.85";"23.20";"0";"CHEMBL4394034";"Displacement of [3H]-5-CT from human recombinant 5-HT7B receptor expressed in HEK293 cells measured after 1 hr by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393658";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";"";"16.0"
"CHEMBL42";"CLOZAPINE";"4.0";"326.83";"0";"3.72";"clozapine";"CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1";"Ki";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"23.70";"0.46";"4.02";"25.09";"1";"CHEMBL4366766";"Displacement of [3H]-5-CT from human 5-HT7R expressed in human HEK293 cells assessed as inhibitory constant incubated for 1 hr by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4364280";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";"";"18.0"
"CHEMBL19215";"METERGOLINE";"4.0";"403.53";"0";"4.06";"Metergoline";"CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21";"Ki";"'='";"6.31";"nM";"8.20";"";"";"UO_0000065";"20.32";"0.37";"4.14";"17.63";"1";"CHEMBL4343395";"Displacement of [3H]5-HT from recombinant human 5-HT7 receptor expressed in African green monkey COS7 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4342419";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"8.2"
"CHEMBL4285796";"";"None";"417.50";"1";"5.48";"21f";"Fc1cccc(-c2ccccc2N2CCN(CCc3c[nH]c4ccc(F)cc34)CC2)c1";"Ki";"'='";"0.79";"nM";"9.10";"";"";"UO_0000065";"21.80";"0.40";"3.62";"40.87";"0";"CHEMBL4254547";"Displacement of [3H]LSD from recombinant human 5-HT7 receptor expressed in CHO cell membranes after 120 mins by TopCount scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251632";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"0.79"
"CHEMBL4277476";"";"None";"449.52";"1";"6.01";"21l";"Fc1cccc(-c2c(F)cccc2N2CCN(CCCc3c[nH]c4ccc(F)cc34)CC2)c1";"Ki";"'='";"0.55";"nM";"9.26";"";"";"UO_0000065";"20.60";"0.38";"3.25";"41.58";"0";"CHEMBL4254547";"Displacement of [3H]LSD from recombinant human 5-HT7 receptor expressed in CHO cell membranes after 120 mins by TopCount scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251632";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"0.55"
"CHEMBL4447846";"";"None";"419.51";"0";"3.81";"23";"COc1ccc2c(c1)c(C1=CCNCC1)cn2S(=O)(=O)c1ccc2cccnc2c1";"Ki";"'='";"6248.0";"nM";"5.20";"";"";"UO_0000065";"12.41";"0.24";"1.39";"7.11";"0";"CHEMBL4426354";"Displacement of [3H]-5-CT from human 5-HT7B receptor expressed in HEK293 cells by microbeta liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4425120";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"CHEMBL3307715";"";"";"";"6248.0"
"CHEMBL3113603";"";"None";"473.62";"0";"4.15";"37e";"COc1ccc(CNC(=O)CCCCCN2CCN(c3ncccc3-c3ccncc3)CC2)cc1";"Ki";"'='";"26.1";"nM";"7.58";"";"";"UO_0000065";"16.01";"0.30";"3.43";"10.74";"0";"CHEMBL3118889";"Displacement of [3H]5-CT from human 5HT7 receptor transfected in HEK293 cells after 60 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3112417";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"CHEMBL3307715";"";"";"";"26.1"
"CHEMBL3759927";"";"None";"418.53";"0";"3.48";"56";"CC(C)c1ccccc1OCCN1CC2CC1CN2S(=O)(=O)c1ccc(F)cc1";"Ki";"'='";"162.0";"nM";"6.79";"";"";"UO_0000065";"16.22";"0.32";"3.31";"13.62";"0";"CHEMBL3762236";"Displacement of [3H]-5-CT from human 5-HT7B receptor expressed in HEK293 cells after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758131";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715";"";"";"";"162.0"
"CHEMBL3760010";"";"None";"432.59";"0";"2.90";"38";"CC(C)c1cccc(OCCN2C3CCC2CC(NS(=O)(=O)c2cnn(C)c2)C3)c1";"Ki";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"16.54";"0.33";"4.25";"9.36";"0";"CHEMBL3762236";"Displacement of [3H]-5-CT from human 5-HT7B receptor expressed in HEK293 cells after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758131";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715";"";"";"";"70.0"
"CHEMBL3759120";"";"None";"408.50";"0";"2.66";"20";"COc1ccccc1OCCN1CCC(NS(=O)(=O)c2ccc(F)cc2)CC1";"Ki";"'='";"344.0";"nM";"6.46";"";"";"UO_0000065";"15.82";"0.32";"3.80";"9.52";"0";"CHEMBL3762236";"Displacement of [3H]-5-CT from human 5-HT7B receptor expressed in HEK293 cells after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758131";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715";"";"";"";"344.0"
"CHEMBL4288077";"";"None";"440.52";"0";"1.77";"4";"CC1(c2ccc(F)cc2)NC(=O)N(CC(O)CN2CCN(Cc3ccccc3)CC2)C1=O";"Ki";"'='";"2085.0";"nM";"5.68";"";"";"UO_0000065";"12.90";"0.24";"3.91";"7.46";"0";"CHEMBL4259656";"Displacement of [3H]-5-carboxamidotryptamine from human 5-HT7B receptor expressed in HEK293 cell membranes after 1 hr by microbeta counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4257531";"1";"Scientific Literature";"Medchemcomm";"2018";"None";"";"";"";"2085.0"
"CHEMBL4280511";"";"None";"488.59";"0";"2.80";"10";"COc1ccccc1N1CCN(CC(O)CN2C(=O)NC(C)(c3cccc4ccccc34)C2=O)CC1";"Ki";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"16.99";"0.31";"5.50";"9.73";"0";"CHEMBL4259656";"Displacement of [3H]-5-carboxamidotryptamine from human 5-HT7B receptor expressed in HEK293 cell membranes after 1 hr by microbeta counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4257531";"1";"Scientific Literature";"Medchemcomm";"2018";"None";"";"";"";"5.0"
