molecule_id,canonical_smiles,"Serotonin (5-HT) receptor","Serotonin 1 (5-HT1) receptor","Serotonin 1 receptors; 5-HT1B & 5-HT1D","Serotonin 1a (5-HT1a) receptor","Serotonin 1b (5-HT1b) receptor","Serotonin 1d (5-HT1d) receptor","Serotonin 1e (5-HT1e) receptor","Serotonin 1f (5-HT1f) receptor","Serotonin 2 (5-HT2) receptor","Serotonin 2 receptors; 5-HT2a & 5-HT2c","Serotonin 2a (5-HT2a) receptor","Serotonin 2b (5-HT2b) receptor","Serotonin 2c (5-HT2c) receptor","Serotonin 3 (5-HT3) receptor","Serotonin 3a (5-HT3a) receptor","Serotonin 3b (5-HT3b) receptor","Serotonin 4 (5-HT4) receptor","Serotonin 5a (5-HT5a) receptor","Serotonin 5b (5-HT5b) receptor","Serotonin 6 (5-HT6) receptor","Serotonin 7 (5-HT7) receptor"
469654,CSc1ccccc1N1CCN(CCCCCC(=O)N2CCc3ccccc3C2)CC1,,,,8.69,,,,,,,,,,,,,,,,,7.48
469682,COc1cccc(OC)c1OCCNC[C@@H]1COCC(c2ccccc2)(c2ccccc2)O1,,,,7.85,,,,,,,,,,,,,,,,,
469724,O=C(CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)N1CCc2ccccc2C1,,,,7.02,,,,,,,,,,,,,,,,,7.365
469725,CC(C)c1ccccc1N1CCN(CCCCCC(=O)N2CCc3ccccc3C2)CC1,,,,8.43,,,,,,,,,,,,,,,,,8.22
469726,COc1ccccc1N1CCN(CCCCCC(=O)N2CCc3ccccc3C2)CC1,,,,7.4,,,,,,,,,,,,,,,,,7.51
469727,CSc1ccccc1N1CCN(CCCCCC(=O)NCc2ccccc2)CC1,,,,7.92,,,,,,,,,,,,,,,,,7.66
469763,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,,,,5.085,6.555,,,,,,7.19,6.88666666666667,7.14,,,,,,,7.275,
469859,O=C(CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)NCc1ccccc1,,,,6.79,,,,,,,,,,,,,,,,,8.44
469860,CC(C)c1ccccc1N1CCN(CCCCCC(=O)NCc2ccccc2)CC1,,,,6.86,,,,,,,,,,,,,,,,,6.67
469861,COc1ccccc1N1CCN(CCCCCC(=O)NCc2ccccc2)CC1,,,,7.89,,,,,,,,,,,,,,,,,6.65
469862,CSc1ccccc1N1CCN(CCCCCC(=O)NCc2ccncc2)CC1,,,,8.09,,,,,,,,,,,,,,,,,7.46
469880,CN1CCN(c2cc(-c3ccccc3)nc(N)n2)CC1,,,,,,,,,,,,,,,5.9,,,,,,
469918,O=C(CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)NCc1ccncc1,,,,7.16,,,,,,,,,,,,,,,,,7.76
469919,CC(C)c1ccccc1N1CCN(CCCCCC(=O)NCc2ccncc2)CC1,,,,6.49,,,,,,,,,,,,,,,,,8.29
469920,COc1ccccc1N1CCN(CCCCCC(=O)NCc2ccncc2)CC1,,,,7.72,,,,,,,,,,,,,,,,,6.41
469921,CSc1ccccc1N1CCN(CCCCCC(=O)NCc2ccc(C#N)cc2)CC1,,,,7.03,,,,,,,,,,,,,,,,,8.05
469982,N#Cc1ccc(CNC(=O)CCCCCN2CCN(c3ccccc3-c3ccccc3)CC2)cc1,,,,6.59714285714286,,,,,,,6.2,,,,,,,6.75,,5.8,8.44727272727273
469983,CC(C)c1ccccc1N1CCN(CCCCCC(=O)NCc2ccc(C#N)cc2)CC1,,,,7.28,,,,,,,,,,,,,,,,,8.07
469984,COc1ccccc1N1CCN(CCCCCC(=O)NCc2ccc(C#N)cc2)CC1,,,,7.37,,,,,,,,,,,,,,,,,6.53
469985,CSc1ccccc1N1CCN(CCCCCC(=O)NCc2ccc(OS(C)(=O)=O)cc2)CC1,,,,7.99,,,,,,,,,,,,,,,,,6.83
470467,Cl.O=C1C[C@@H](CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2occc21,,,,,,,,,,,8.6,,6.61,,,,,,,,
470468,Cl.O=C1C[C@H](CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2occc21,,,,,,,,,,,8.29,,6.43,,,,,,,,
470469,COC(=O)c1coc2c1C(=O)CC(CN1CCC(C(=O)c3ccc(F)cc3)CC1)C2,,,,,,,,,,,7.59,,,,,,,,,,
470490,C/C(=N\NC(=O)[C@@H]1C(=O)NC[C@H]1c1ccccc1)c1cccc(Br)c1,,,,,,,,,,,5.41,,,,,,,,,,
470538,O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2oc(-c3ccccc3)cc21,,,,,,,,,,,7.76,,,,,,,,,,
470539,CCOC(=O)c1oc2c(c1C)C(=O)CC(CN1CCC(C(=O)c3ccc(F)cc3)CC1)C2,,,,,,,,,,,7.66,,,,,,,,,,
470540,COC(=O)c1coc2c1C(=O)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)C2,,,,,,,,,,,8.81,,,,,,,,,,
470541,O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2oc(-c3ccccc3)cc21,,,,,,,,,,,8.16,,5.48,,,,,,,,
470600,CCOC(=O)c1oc2c(c1C)C(=O)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)C2,,,,,,,,,,,8.08,,,,,,,,,,
470601,O=C1CC(CN2CCN(C(=O)c3ccc(F)cc3)CC2)Cc2occc21,,,,,,,,,,,5.88,,,,,,,,,,
476086,Cl.NC[C@H]1C[C@@H]1c1ccc(Cl)cc1F,,,,,,,,,,,6.11,6.34,6.89,,,,,,,,
476087,Cl.NC[C@H]1C[C@@H]1c1ccc(F)cc1Cl,,,,,,,,,,,6.815,7.73,7.605,,,,,,,,
476088,Cl.NC[C@H]1C[C@@H]1c1cccc(Cl)c1Cl,,,,,,,,,,,6.46,7.85,7.96,,,,,,,,
476089,Cl.NC[C@H]1C[C@@H]1c1ccc(Cl)cc1Cl,,,,,,,,,,,7.29,7.08,7.75,,,,,,,,
476090,Cc1cc([C@H]2C[C@@H]2CN)ccc1F.Cl,,,,,,,,,,,6.63,8.31,8.22,,,,,,,,
476091,Cc1cccc(Cl)c1[C@H]1C[C@@H]1CN.Cl,,,,,,,,,,,6.14,8.15,8.46,,,,,,,,
476092,Cc1ccc([C@H]2C[C@@H]2CN)c(Br)c1.Cl,,,,,,,,,,,6.33,6.94,7.01,,,,,,,,
476093,Cc1cccc([C@H]2C[C@@H]2CN)c1C.Cl,,,,,,,,,,,6.44,8.08,8.15,,,,,,,,
476094,Cc1ccc([C@H]2C[C@@H]2CN)cc1C.Cl,,,,,,,,,,,5.62,7.92,7.46,,,,,,,,
476160,Cc1ccc(Cl)c([C@H]2C[C@@H]2CN)c1F.Cl,,,,,,,,,,,6.48,6.94,7.89,,,,,,,,
476308,Cl.NC[C@H]1C[C@@H]1c1ccccc1-c1ccc(F)cc1,,,,,,,,,,,,,6.52,,,,,,,,
476309,Cl.NC[C@H]1C[C@@H]1c1ccccc1-c1cc2ccccc2o1,,,,,,,,,,,,,5.71,,,,,,,,
476310,Cl.NC[C@H]1C[C@@H]1c1cccc(-c2ccc(F)cc2)c1,,,,,,,,,,,,,6.16,,,,,,,,
476311,Cl.NC[C@H]1C[C@@H]1c1cccc(-c2ccc(Cl)cc2)c1,,,,,,,,,,,,,5.8,,,,,,,,
476385,Cl.NC[C@H]1C[C@@H]1c1ccc(-c2ccco2)cc1,,,,,,,,,,,,,5.92,,,,,,,,
476386,Cl.NC[C@H]1C[C@@H]1c1cccc(NCc2ccccc2)c1,,,,,,,,,,,,,5.93,,,,,,,,
476462,Cl.NC[C@H]1C[C@@H]1c1ccccc1C#CCCCCO,,,,,,,,,,,,6.69,6.63,,,,,,,,
476463,C#Cc1cccc([C@H]2C[C@@H]2CN)c1.Cl,,,,,,,,,,,,6.73,6.87,,,,,,,,
476464,Cl.NC[C@H]1C[C@@H]1c1cccc(C#CCCCCO)c1,,,,,,,,,,,,5.76,6.48,,,,,,,,
476831,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,,,,6.25,,,,,,,,,,,,,,,,5.445,
476917,Cl.NC[C@H]1C[C@@H]1c1ccccc1,,,,,,,,,,,5.86,7.43,8.28,,,,,,,,
477003,Cl.NC[C@@H]1C[C@H]1c1ccccc1,,,,,,,,,,,,5.51,6.04,,,,,,,,
477004,Cl.NCC1CC1c1ccccc1,,,,,,,,,,,5.85,7.07,7.89,,,,,,,,
477005,Cl.NC[C@H]1C[C@H]1c1ccccc1,,,,,,,,,,,,,5.52,,,,,,,,
477007,CNC[C@H]1C[C@@H]1c1ccccc1,,,,,,,,,,,,,6.2,,,,,,,,
477009,CC(C)NC[C@H]1C[C@@H]1c1ccccc1,,,,,,,,,,,,,5.47,,,,,,,,
477011,c1ccc(CNC[C@H]2C[C@@H]2c2ccccc2)cc1,,,,,,,,,,,,,5.24,,,,,,,,
477012,Cl.NC[C@H]1C[C@@H]1c1ccc2ccccc2c1,,,,,,,,,,,,6.29,5.54,,,,,,,,
477100,Cl.NC[C@H]1C[C@@H]1c1ccccc1F,,,,,,,,,,,,7.16,7.54,,,,,,,,
477101,Cl.NC[C@H]1C[C@@H]1c1ccccc1Cl,,,,,,,,,,,6.78,7.5,8.29,,,,,,,,
477102,Cl.NC[C@H]1C[C@@H]1c1ccccc1Br,,,,,,,,,,,6.89,7.845,8.145,,,,,,,,
477103,Cl.NC[C@@H]1C[C@H]1c1ccccc1Br,,,,,,,,,,,,6.65,7.11,,,,,,,,
477104,Cl.NCC1CC1c1ccccc1Br,,,,,,,,,,,6.605,7.99,7.9,,,,,,,,
477105,Cc1ccccc1[C@H]1C[C@@H]1CN.Cl,,,,,,,,,,,5.79,7.28,7.64,,,,,,,,
477106,Cl.NC[C@H]1C[C@@H]1c1ccccc1C(F)(F)F,,,,,,,,,,,,6.46,7.31,,,,,,,,
477107,COc1ccccc1[C@H]1C[C@@H]1CN.Cl,,,,,,,,,,,5.66,6.7,7.58,,,,,,,,
477108,Cl.NC[C@H]1C[C@@H]1c1ccccc1O,,,,,,,,,,,6.29,6.31,6.79,,,,,,,,
477177,Cl.NC[C@H]1C[C@@H]1c1cccc(F)c1,,,,,,,,,,,6.36,8.44,8.48,,,,,,,,
477178,Cl.NC[C@H]1C[C@@H]1c1cccc(Cl)c1,,,,,,,,,,,5.72,7.23,8.0,,,,,,,,
477179,Cl.NC[C@H]1C[C@@H]1c1cccc(Br)c1,,,,,,,,,,,5.78,6.85,7.85,,,,,,,,
477180,Cc1cccc([C@H]2C[C@@H]2CN)c1.Cl,,,,,,,,,,,5.98,7.13,7.445,,,,,,,,
477181,Cl.NC[C@H]1C[C@@H]1c1cccc(C(F)(F)F)c1,,,,,,,,,,,5.83,7.11,7.52,,,,,,,,
477182,COc1cccc([C@H]2C[C@@H]2CN)c1.Cl,,,,,,,,,,,6.21,7.12,7.8,,,,,,,,
477183,Cl.NC[C@H]1C[C@@H]1c1cccc(O)c1,,,,,,,,,,,6.61,8.26,8.48,,,,,,,,
477184,Cl.NC[C@H]1C[C@@H]1c1ccc(F)cc1,,,,,,,,,,,5.925,7.365,7.445,,,,,,,,
477185,Cl.NC[C@H]1C[C@@H]1c1ccc(Cl)cc1,,,,,,,,,,,5.35,6.39,7.12,,,,,,,,
477391,Cl.NC[C@H]1C[C@@H]1c1ccc(Br)cc1,,,,,,,,,,,,5.56,6.86,,,,,,,,
477392,Cc1ccc([C@H]2C[C@@H]2CN)cc1.Cl,,,,,,,,,,,5.71,7.43,6.87,,,,,,,,
477393,Cl.NC[C@H]1C[C@@H]1c1ccc(C(F)(F)F)cc1,,,,,,,,,,,,,6.11,,,,,,,,
477394,COc1ccc([C@H]2C[C@@H]2CN)cc1.Cl,,,,,,,,,,,,,6.04,,,,,,,,
477396,Cl.NC[C@H]1C[C@@H]1c1cccc(F)c1F,,,,,,,,,,,,6.44,7.0,,,,,,,,
477397,Cl.NC[C@H]1C[C@@H]1c1ccc(F)cc1F,,,,,,,,,,,6.26,6.38,7.38,,,,,,,,
477398,Cl.NC[C@H]1C[C@@H]1c1c(F)cccc1F,,,,,,,,,,,,5.48,7.06,,,,,,,,
477399,Cl.NC[C@H]1C[C@@H]1c1ccc(F)c(F)c1,,,,,,,,,,,6.24,7.55,8.05,,,,,,,,
477605,O=S(=O)(Nc1ccccc1Cl)c1ccc2c(c1)CCNCC2,,,,,,,,,,,,6.32,6.44,,,,,,,,
477606,O=S(=O)(NCc1ccccc1Cl)c1ccc2c(c1)CCNCC2,,,,,,,,,,,,6.1,7.43,,,,,,,,
477607,O=S(=O)(NCC1CC1)c1ccc2c(c1)CCNCC2,,,,,,,,,,,,6.99,6.415,,,,,,,,
477608,CN(C)S(=O)(=O)c1ccc2c(c1)CCNCC2,,,,,,,,,,,,6.9,7.195,,,,,,,,
477609,CN(c1ccccc1)S(=O)(=O)c1ccc2c(c1)CCNCC2,,,,,,,,,,,,6.32,5.92,,,,,,,,
477611,O=S(=O)(c1ccc2c(c1)CCNCC2)N1CC(Oc2ccccc2Cl)C1,,,,,,,,,,,,,7.51,,,,,,,,
477612,O=S(=O)(c1ccc2c(c1)CCNCC2)N1CC(Oc2cccc(Cl)c2)C1,,,,,,,,,,,,,7.92,,,,,,,,
477613,O=S(=O)(c1ccc2c(c1)CCNCC2)N1CC(Oc2ccc(Cl)cc2)C1,,,,,,,,,,,,,7.55,,,,,,,,
477614,O=S(=O)(c1ccc2c(c1)CCNCC2)N1CC[C@@H](Oc2ccccc2Cl)C1,,,,,,,,,,,,,7.85,,,,,,,,
477618,COc1cc(S(=O)(=O)N(C)Cc2ccccc2)c(OC)c2c1CCNCC2,,,,,,,,,,,,,6.77,,,,,,,,
477680,CCCNS(=O)(=O)c1ccc2c(c1)CCNCC2,,,,,,,,,,,,6.71,6.15,,,,,,,,
477681,O=S(=O)(Nc1ccccc1)c1ccc2c(c1)CCNCC2,,,,,,,,,,,,7.16,6.29,,,,,,,,
477682,O=S(=O)(Nc1ccccc1F)c1ccc2c(c1)CCNCC2,,,,,,,,,,,,7.12,6.795,,,,,,,,
477683,CN(Cc1ccccc1)S(=O)(=O)c1ccc2c(c1)CCNCC2,,,,,,,,,,,,,7.515,,,,,,,,
477684,CN(CC1CC1)S(=O)(=O)c1ccc2c(c1)CCNCC2,,,,,,,,,,,,7.77,7.65,,,,,,,,
477685,O=S(=O)(c1ccc2c(c1)CCNCC2)N1CCCC1,,,,,,,,,,,,6.45,7.295,,,,,,,,
477686,O=S(=O)(c1ccc2c(c1)CCNCC2)N1CCCCC1,,,,,,,,,,,,7.47,7.565,,,,,,,,
477687,O=S(=O)(c1ccc2c(c1)CCNCC2)N1CCOCC1,,,,,,,,,,,,,6.72,,,,,,,,
477688,CN(CC1COc2ccccc21)S(=O)(=O)c1ccc2c(c1)CCNCC2,,,,,,,,,,,,,7.315,,,,,,,,
477689,O=S(=O)(c1ccc2c(c1)CCNCC2)N1CC[C@H](Oc2ccccc2Cl)C1,,,,,,,,,,,,,7.51,,,,,,,,
477690,O=S(=O)(c1ccc2c(c1)CCNCC2)N1CCC(Oc2ccccc2)CC1,,,,,,,,,,,,,6.29,,,,,,,,
477691,O=S(=O)(c1ccc2c(c1)CCNCC2)N1CCC(Oc2ccccc2F)CC1,,,,,,,,,,,,,7.38,,,,,,,,
477692,O=S(=O)(c1ccc2c(c1)CCNCC2)N1CCC(Oc2ccccc2Cl)CC1,,,,,,,,,,,7.5,,7.7,,,,,,,,
477693,O=S(=O)(c1ccc2c(c1)CCNCC2)N1CCC(Oc2cccc(Cl)c2)CC1,,,,,,,,,,,,,6.56,,,,,,,,
477694,COc1cc(S(=O)(=O)N2CCC(Oc3ccccc3Cl)CC2)c(OC)c2c1CCNCC2,,,,,,,,,,,,,6.44,,,,,,,,
477695,O=S(=O)(c1ccccc1)c1ccc2c(c1)CCNCC2,,,,,,,,,,,,7.75,8.135,,,,,,,,
477696,O=S(=O)(c1ccc2c(c1)CCNCC2)c1ccccc1F,,,,,,,,,,,,7.75,8.15,,,,,,,,
477697,O=S(=O)(c1cccc(F)c1)c1ccc2c(c1)CCNCC2,,,,,,,,,,,,7.48,8.05,,,,,,,,
477698,O=S(=O)(c1ccc(F)cc1)c1ccc2c(c1)CCNCC2,,,,,,,,,,,,7.82,7.1,,,,,,,,
478225,Clc1cccc(COc2cncc(N3CCNCC3)n2)c1,,,,,,,,,,,7.02166666666667,7.18,8.58,,,,,,,,
478226,C[C@H](Cc1cccc(F)c1)Oc1nc(N2CCNC[C@H]2C)ncc1F,,,,,,,,,,,,8.1,9.15,,,,,,,,
478716,O=C(O)CN1CCN(c2nc3cc(F)ccc3n3cccc23)CC1,,,,,,,,,,,,,,,6.8275,,,,,,
478717,O=C(O)CN1CCN(c2nc3cc(O)ccc3n3cccc23)CC1,,,,,,,,,,,,,,,8.68,,,,,,
478718,NC(=O)CN1CCN(c2nc3cc(F)ccc3n3cccc23)CC1,,,,,,,,,,,,,,,6.545,,,,,,
478787,O=C(CN1CCN(c2nc3cc(F)ccc3n3cccc23)CC1)NO,,,,,,,,,,,,,,,8.66,,,,,,
478928,Cc1cccc2nc(N3CCN(CC(=O)NO)CC3)c3cccn3c12,,,,,,,,,,,,,,,8.52,,,,,,
478929,Cc1cccc2nc(N3CCN(C(C(=O)O)c4ccccc4)CC3)c3cccn3c12,,,,,,,,,,,,,,,7.36,,,,,,
478930,Cc1cccc2nc(N3CCN(C(CO)c4ccccc4)CC3)c3cccn3c12,,,,,,,,,,,,,,,7.1,,,,,,
478931,N/C(CN1CCN(c2nc3cc(F)ccc3n3cccc23)CC1)=N\O,,,,,,,,,,,,,,,7.17,,,,,,
478932,Fc1ccc2c(c1)nc(N1CCN(Cc3nnc[nH]3)CC1)c1cccn12,,,,,,,,,,,,,,,6.77,,,,,,
479012,CS(=O)(=O)NC(=O)CN1CCN(c2nc3cc(F)ccc3n3cccc23)CC1,,,,,,,,,,,,,,,6.61,,,,,,
479013,Fc1ccc2c(c1)nc(N1CCN(Cc3nnn[nH]3)CC1)c1cccn12,,,,,,,,,,,,,,,7.19,,,,,,
479014,O=c1[nH]nc(CN2CCN(c3nc4cc(F)ccc4n4cccc34)CC2)[nH]1,,,,,,,,,,,,,,,7.77,,,,,,
479015,O=c1[nH]nc(CN2CCN(c3nc4cc(F)ccc4n4cccc34)CC2)o1,,,,,,,,,,,,,,,6.9,,,,,,
479016,N[C@@H](CN1CCN(c2nc3cc(F)ccc3n3cccc23)CC1)C(=O)O,,,,6.35,,,,,,,5.25,,,,8.55,,,,,,
479082,N[C@H](CN1CCN(c2nc3cc(F)ccc3n3cccc23)CC1)C(=O)O,,,,6.32,,,,,,,,,,,8.92,,,,,,
479083,N[C@H](CO)C(=O)N1CCN(c2nc3cc(F)ccc3n3cccc23)CC1,,,,,,,,,,,,,,,6.62,,,,,,
479084,O=C(O)CN1CCN(c2ccc3ccccc3n2)CC1,,,,,,,,,,,,,,,7.95,,5.24,,,,
479129,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C/C(=O)O,,,,,5.76,,,,,,7.36,,6.71,,6.47,,,,,6.08,6.39
480354,COc1cc2c3c(c1OC)-c1cc4c(cc1CC3N(C)CC2)OCO4,,,,,7.0,7.31,,,,,6.08,6.26,5.97,,,,,5.65,,6.59,7.17
480418,COc1cc2c3c(c1OCc1ccccc1)-c1cc4c(cc1CC3N(C)CC2)OCO4,,,,,,,,,,,5.34,,,,,,,,,,
481363,O=c1cc(CCc2ccccc2)oc2cccc(O)c12,,,,,,,,,,,,5.33,,,5.6,,,,,,
481370,CN1[C@H]2Cc3cc4c(cc3[C@@H]1Cc1cc3c(cc12)OCO3)OCO4,,,,5.09,,,,,,,,,,,,,,,,,
481372,COc1cc2c(cc1O)[C@@H]1Cc3cc4c(cc3[C@H](C2)N1C)OCO4,,,,5.05,,,,,,,,,,,,,,,,,
481495,COc1cc(/C=C/C(=O)OCCc2ccc(O)cc2)ccc1O,,,,,,,,,,,,,,,,,,,,,4.32
484020,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,,7.5,,,,,,,8.47333333333333,,8.785,,,,,,,,,,7.9
485851,Cc1ccc2c(OCCN3CCC(Cc4cccc(N(C)S(C)(=O)=O)c4)CC3)cccc2n1,,,,7.9,7.9,8.8,,,,,,,,,,,,,,,
485852,Cc1ccc2c(OCCN3CCC(Cc4cccc(NS(=O)(=O)C(C)C)c4)CC3)cccc2n1,,,,8.6,8.9,9.4,,,,,,,,,,,,,,,
485853,Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCCS5(=O)=O)c4)CC3)cccc2n1,,,,8.1,7.9,8.8,,6.0,,,,,,,,,5.1,5.8,,5.8,7.8
485854,COc1ccc(CC2CCN(CCOc3cccc4nc(C)ccc34)CC2)cc1NS(C)(=O)=O,,,,6.9,7.4,8.2,,,,,,,,,,,,,,,
485894,COc1cccc(N2CCN(CCCNS(=O)(=O)c3ccc4ccccc4c3)CC2)c1,,,,,,,,,,,,,,,,,,,,,6.65
485895,COc1ccc(N2CCN(CCCNS(=O)(=O)c3ccc4ccccc4c3)CC2)cc1,,,,,,,,,,,,,,,,,,,,,5.49
485896,O=S(=O)(NCCCN1CCN(c2ccccc2F)CC1)c1ccc2ccccc2c1,,,,,,,,,,,,,,,,,,,,,6.85
485897,O=S(=O)(NCCCN1CCN(c2ccc(F)cc2)CC1)c1ccc2ccccc2c1,,,,,,,,,,,,,,,,,,,,,7.28
485970,O=S(=O)(NCCCN1CCN(c2ccc(Cl)c(Cl)c2)CC1)c1ccc2ccccc2c1,,,,6.67,,,,,,,7.72,,6.67,,,,,,,6.12,6.91
486145,O=S(=O)(NCCCN1CCN(Cc2ccccc2)CC1)c1ccc2ccccc2c1,,,,,,,,,,,,,,,,,,,,,6.32
486146,O=S(=O)(NCCCN1CCN(c2ccccc2)CC1)c1ccc2ccccc2c1,,,,,,,,,,,,,,,,,,,,,6.17
486147,COc1ccc(S(=O)(=O)NC(C)CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1,,,,7.41,,,,,,,5.74,,5.87,,,,,,,5.16,6.97
486148,COc1ccc(S(=O)(=O)NC(C)CCN2CCN(c3ccccc3OC)CC2)cc1,,,,,,,,,,,,,,,,,,,,,6.24
486210,COc1ccc(S(=O)(=O)NC(C)CCN2CCN(c3ccc(F)cc3)CC2)cc1,,,,,,,,,,,,,,,,,,,,,6.43
486211,COc1ccc(S(=O)(=O)NC(C)CCN2CCN(c3ccccc3)CC2)cc1,,,,,,,,,,,,,,,,,,,,,6.42
486671,Cc1ccc2c(OCCN3CCN(Cc4ccccc4)CC3)cccc2n1,,,,7.15,6.6,9.0,,,,,,,,,,,,,,,
486672,CC(=O)Nc1cccc(CN2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1,,,,7.7,7.7,9.3,,,,,,,,,,,,,,,
486738,COc1ccc(CN2CCN(CCOc3cccc4nc(C)ccc34)CC2)cc1,,,,7.8,6.3,7.9,,,,,,,,,,,,,,,
486739,COc1cccc(CN2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1,,,,7.9,6.8,8.6,,,,,,,,,,,,,,,
486740,CC(=O)Nc1ccc(CN2CCN(CCOc3cccc4nc(C)ccc34)CC2)cc1,,,,6.8,5.9,6.7,,,,,,,,,,,,,,,
486741,CC(=O)Nc1ccccc1CN1CCN(CCOc2cccc3nc(C)ccc23)CC1,,,,5.9,5.8,8.3,,,,,,,,,,,,,,,
486780,COc1ccc(S(=O)(=O)NCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1,,,,7.36,,,,,,,6.45,,7.24,,,,,,,5.55,7.05
486781,COc1ccc(S(=O)(=O)NCCCN2CCN(c3ccc(C(F)(F)F)cc3)CC2)cc1,,,,,,,,,,,,,,,,,,,,,6.42
486801,CC(=O)N(C)c1cccc(CN2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1,,,,6.6,7.3,9.5,,,,,,,,,,,,,,,
486802,CC(=O)Nc1cccc(CC2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1,,,,7.6,7.7,9.3,,,,,,,,,,,,,,,
486850,COc1ccc(S(=O)(=O)NCCCN2CCN(c3cccc(OC)c3)CC2)cc1,,,,,,,,,,,,,,,,,,,,,6.47
486851,COc1ccc(N2CCN(CCCNS(=O)(=O)c3ccc(OC)cc3)CC2)cc1,,,,,,,,,,,,,,,,,,,,,5.03
486852,COc1ccc(S(=O)(=O)NCCCN2CCN(c3ccccc3F)CC2)cc1,,,,,,,,,,,,,,,,,,,,,6.54
486853,COc1ccc(S(=O)(=O)NCCCN2CCN(c3ccc(F)cc3)CC2)cc1,,,,7.41,,,,,,,7.13,,5.31,,,,,,,,7.33
486869,CCC(=O)Nc1cccc(CC2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1,,,,7.6,7.8,9.2,,,,,,,,,,,,,,,
486870,Cc1ccc2c(OCCN3CCC(Cc4cccc(NC(=O)C(C)C)c4)CC3)cccc2n1,,,,8.2,7.3,8.9,,,,,,,,,,,,,,,
486871,CC(=O)N(C)c1cccc(CC2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1,,,,7.6,7.4,8.9,,,,,,,,,,,,,,,
486872,CCN(C(C)=O)c1cccc(CC2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1,,,,8.3,7.0,8.8,,,,,,,,,,,,,,,
486908,COc1ccc(S(=O)(=O)NCCCN2CCN(c3ccc(Cl)c(Cl)c3)CC2)cc1,,,,,,,,,,,,,,,,,,,,,6.99
486909,O=S(=O)(NCCCN1CCN(Cc2ccccc2)CC1)c1ccccc1,,,,,,,,,,,,,,,,,,,,,6.02
486942,Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCCC5=O)c4)CC3)cccc2n1,,,,8.2,7.7,8.7,,,,,,,,,,,,,,,
486943,Cc1ccc2c(OCCN3CCC(Cc4cccc(NC(=O)CN(C)C)c4)CC3)cccc2n1,,,,7.8,8.2,9.0,,,,,,,,,,,,,,,
486944,CCNC(=O)Nc1cccc(CC2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1,,,,7.5,7.6,9.6,,,,,,,,,,,,,,,
486945,Cc1ccc2c(OCCN3CCC(Cc4cccc(NS(C)(=O)=O)c4)CC3)cccc2n1,,,,8.6,8.7,9.3,5.6,6.3,,,5.6,5.7,,,,,,5.9,,,7.7
486991,O=S(=O)(NCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccc2ccccc2c1,,,,7.54,,,,,,,7.02,,7.04,,,,,,,5.71,7.92
486992,O=S(=O)(NCCCN1CCN(c2ccc(C(F)(F)F)cc2)CC1)c1ccc2ccccc2c1,,,,,,,,,,,,,,,,,,,,,6.25
486993,COc1ccccc1N1CCN(CCCNS(=O)(=O)c2ccc3ccccc3c2)CC1,,,,7.87666666666667,,,,,,,7.07,,6.62,,,,,,,5.58,7.7
488012,COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,,,,4.66,,,,,,,,,,,,,,,,,
489345,N#Cc1ccc2[nH]cc([C@H]3CC[C@@H](N4CCc5cc(OCCCF)ccc5C4)CC3)c2c1,,,,5.25,,,,,,,,,,,,,,,,,
489472,COc1ccccc1N1CCN(CCCSc2nc3ccccc3o2)CC1,,,,9.26,,,,,,,,,,,,,,,,,
489473,O=[N+]([O-])c1ccccc1N1CCN(CCCSc2nc3ccccc3[nH]2)CC1,,,,7.78,,,,,,,,,,,,,,,,,
489474,O=[N+]([O-])c1ccccc1N1CCN(CCCSc2nc3ccccc3s2)CC1,,,,8.02,,,,,,,,,,,,,,,,,
