molecule_id,canonical_smiles,"Serotonin (5-HT) receptor","Serotonin 1 (5-HT1) receptor","Serotonin 1 receptors; 5-HT1B & 5-HT1D","Serotonin 1a (5-HT1a) receptor","Serotonin 1b (5-HT1b) receptor","Serotonin 1d (5-HT1d) receptor","Serotonin 1e (5-HT1e) receptor","Serotonin 1f (5-HT1f) receptor","Serotonin 2 (5-HT2) receptor","Serotonin 2 receptors; 5-HT2a & 5-HT2c","Serotonin 2a (5-HT2a) receptor","Serotonin 2b (5-HT2b) receptor","Serotonin 2c (5-HT2c) receptor","Serotonin 3 (5-HT3) receptor","Serotonin 3a (5-HT3a) receptor","Serotonin 3b (5-HT3b) receptor","Serotonin 4 (5-HT4) receptor","Serotonin 5a (5-HT5a) receptor","Serotonin 5b (5-HT5b) receptor","Serotonin 6 (5-HT6) receptor","Serotonin 7 (5-HT7) receptor"
311898,CCCN(CCC)[C@H]1COc2c(cccc2-c2ccccc2)C1,,,,8.91,,,,,,,,,,,,,,,,,8.505
311921,CCCN(CCC)[C@H]1CCc2c(cccc2-c2c(OC)cccc2OC)C1,,,,6.46,,,,,,,5.84,,,,,,,,,,8.1
311926,COc1cccc(OC)c1-c1cccc2c1CC[C@H](N)C2,,,,,,,,,,,,,,,,,,,,,7.1
311964,O=S(=O)(c1ccc2c(c1)CC=C2)N1CCC[C@@H]1CCN1CCC(Oc2ccc(Cl)cc2)CC1,,,,6.25,,,,,,,,,,,,,,,,,8.7
312357,COc1ccc2[nH]cc(CCCCN3CCN(c4ccc(OC(C)=O)cc4)CC3)c2c1,,,,9.0,,,,,,,,,,,,,,,,,
312368,COc1ccc2[nH]cc(CCCCN3CCN(c4ccc(NC(C)=O)cc4)CC3)c2c1,,,,8.52,,,,,,,,,,,,,,,,,
312468,COc1ccc2[nH]cc(CCCCN3CC=C(c4ccc(O)cc4)CC3)c2c1,,,,9.4,,,,,,,,,,,,,,,,,
312480,Oc1ccc2[nH]cc(CCCCN3CCC(c4ccccc4)CC3)c2c1,,,,9.0,,,,,,,,,,,,,,,,,
312533,COc1ccc(C2=CCN(CCCCc3c[nH]c4ccc(OC)cc34)CC2)cc1,,,,9.22,,,,,,,,,,,,,,,,,
312534,COc1ccc2[nH]cc(CCCCN3CC=C(c4ccc5c(c4)OCO5)CC3)c2c1,,,,9.4,,,,,,,,,,,,,,,,,
312553,Oc1ccc2[nH]cc(CCCCN3CCN(c4ccccc4)CC3)c2c1,,,,9.1,,,,,,,,,,,,,,,,,
312554,COC(=O)c1ccc2[nH]cc(CCCCN3CCC(c4ccccc4)CC3)c2c1,,,,7.7,,,,,,,,,,,,,,,,,
312580,COCCOc1ccc(N2CCN(CCCCc3c[nH]c4ccc(OC)cc34)CC2)cc1,,,,8.7,,,,,,,,,,,,,,,,,
312581,COc1ccc2[nH]cc(CCCCN3CCN(c4ccc(OC(=O)C(C)(C)C)cc4)CC3)c2c1,,,,7.62,,,,,,,,,,,,,,,,,
312582,NC(=O)c1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)OCO5)CC3)c2c1,,,,9.4,,,,,,,,,,,,,,,,,
312587,CCOc1ccc2[nH]cc(CCCCN3CCN(c4ccc(OC)cc4)CC3)c2c1,,,,8.7,,,,,,,,,,,,,,,,,
312588,CCOCCOCCOc1cccc(N2CCN(CCCCc3c[nH]c4ccc(C(N)=O)cc34)CC2)c1C#N,,,,9.05,,,,,,,,,,,,,,,,,
312592,COc1ccc2[nH]cc(CCCCN3CCN(c4ccc(O)cc4)CC3)c2c1,,,,8.7,,,,,,,,,,,,,,,,,
312597,O=C(O)c1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)OCCO5)CC3)c2c1,,,,8.4,,,,,,,,,,,,,,,,,
312598,COc1cc(N2CCN(CCCCc3c[nH]c4ccc(C#N)cc34)CC2)ccc1C#N,,,,7.85,,,,,,,,,,,,,,,,,
312603,Fc1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)OCO5)CC3)c2c1,,,,8.4,,,,,,,,,,,,,,,,,
312604,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)OCO5)CC3)c2c1,,,,9.15,,,,,,,,,,,,,,,,,
312620,COC(=O)c1ccc2[nH]cc(CCCCN3CCN(c4ccccc4)CC3)c2c1,,,,7.4,,,,,,,,,,,,,,,,,
312621,O=C(O)c1ccc2[nH]cc(CCCCN3CCC(c4ccccc4)CC3)c2c1,,,,7.0,,,,,,,,,,,,,,,,,
312634,COc1ccc2[nH]cc(CCCCN3CCN(c4ccc(OC)c(OC)c4)CC3)c2c1,,,,8.0,,,,,,,,,,,,,,,,,
312635,NC(=O)c1ccc(N2CCN(CCCCc3c[nH]c4ccc(C(N)=O)cc34)CC2)cc1,,,,8.69,,,,,,,,,,,,,,,,,
312649,NC(=O)c1ccc2[nH]cc(CCCCN3CCN(c4ccccc4C(N)=O)CC3)c2c1,,,,9.52,,,,,,,,,,,,,,,,,
312650,NC(=O)c1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)OCCO5)CC3)c2c1,,,,9.7,,,,,,,,,,,,,,,,,
312665,COc1cccc(N2CCN(CCCCc3c[nH]c4ccc(C#N)cc34)CC2)c1C#N,,,,8.25,,,,,,,,,,,,,,,,,
312666,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4cccc5cc(C(N)=O)oc45)CC3)c2c1,,,,8.72,,,,,,,,,,,,,,,,,
312668,COc1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)OCO5)CC3)c2c1,,,,8.4,,,,,,,,,,,,,,,,,
312675,COc1ccc2[nH]cc(CCCCN3CCN(c4ccc(OCc5ccccc5)cc4)CC3)c2c1,,,,7.52,,,,,,,,,,,,,,,,,
312683,COc1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)OCCO5)CC3)c2c1,,,,9.3,,,,,,,,,,,,,,,,,
312684,N#Cc1ccccc1N1CCN(CCCCc2c[nH]c3ccc(C(N)=O)cc23)CC1,,,,9.7,,,,,,,,,,,,,,,,,
312687,NC(=O)c1ccc2[nH]cc(CCCCN3CCN(c4ccccc4)CC3)c2c1,,,,10.0,,,,,,,,,,,,,,,,,
312698,N#Cc1c(F)cccc1N1CCN(CCCCc2c[nH]c3ccc(C(N)=O)cc23)CC1,,,,11.0,,,,,,,,,,,,,,,,,
312699,N#Cc1ccc(N2CCN(CCCCc3c[nH]c4ccc(C#N)cc34)CC2)cc1,,,,8.96,,,,,,,,,,,,,,,,,
312701,COc1ccc2[nH]cc(CCCCN3CCN(c4ccccc4)CC3)c2c1,,,,7.7,,,,,,,,,,,,,,,,,
312706,COc1ccc(N2CCN(CCCCc3c[nH]c4ccc(C(N)=O)cc34)CC2)c(OC)c1,,,,10.15,,,,,,,,,,,,,,,,,
312707,O/N=C/c1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)OCCO5)CC3)c2c1,,,,9.4,,,,,,,,,,,,,,,,,
312709,COc1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)CCO5)CC3)c2c1,,,,9.4,,,,,,,,,,,,,,,,,
312712,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc(O)c(C#N)c4)CC3)c2c1,,,,6.4,,,,,,,,,,,,,,,,,
312713,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4cccc5oc(C(N)=O)cc45)CC3)c2c1,,,,8.85,,,,,,,,,,,,,,,,,
312724,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4c(C#N)cccc4C#N)CC3)c2c1,,,,7.4,,,,,,,,,,,,,,,,,
312725,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5[nH]ccc5c4)CC3)c2c1,,,,8.8,,,,,,,,,,,,,,,,,
312726,COc1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)CCCO5)CC3)c2c1,,,,8.7,,,,,,,,,,,,,,,,,
312737,COc1ccc(N2CCN(CCCCc3c[nH]c4ccc(OC)cc34)CC2)cc1,,,,8.4,,,,,,,,,,,,,,,,,
312742,COC(=O)c1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)OCCO5)CC3)c2c1,,,,9.22,,,,,,,,,,,,,,,,,
312743,COc1cc(C#N)ccc1N1CCN(CCCCc2c[nH]c3ccc(C#N)cc23)CC1,,,,8.1,,,,,,,,,,,,,,,,,
312753,CCOc1ccc(N2CCN(CCCCc3c[nH]c4ccc(OC)cc34)CC2)cc1,,,,9.1,,,,,,,,,,,,,,,,,
312759,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5occc5c4)CC3)c2c1,,,,8.06,,,,,,,,,,,,,,,,,
312791,CC(=O)Nc1ccc(N2CCN(CCCCc3c[nH]c4ccc(C(N)=O)cc34)CC2)cc1,,,,10.0,,,,,,,,,,,,,,,,,
312792,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)OCCO5)CC3)c2c1,,,,9.0,,,,,,,,,,,,,,,,,
312795,O=C(O)c1ccc2[nH]cc(CCCCN3CCN(c4ccccc4)CC3)c2c1,,,,7.4,,,,,,,,,,,,,,,,,
312796,NC(=O)c1ccc2[nH]cc(CCCCN3CCC(c4ccccc4)CC3)c2c1,,,,10.0,,,,,,,,,,,,,,,,,
312806,N#Cc1ccc(N2CCN(CCCCc3c[nH]c4ccc(F)cc34)CC2)cc1,,,,7.4,,,,,,,,,,,,,,,,,
312807,CCOCCOCCOc1cccc(N2CCN(CCCCc3c[nH]c4ccc(C#N)cc34)CC2)c1C#N,,,,8.7,,,,,,,,,,,,,,,,,
312824,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5cc(C(N)=O)oc5c4)CC3)c2c1,,,,8.36,,,,,,,,,,,,,,,,,
312827,COc1ccc2[nH]cc(CCCCN3CCN(c4cc(OC)c(OC)c(OC)c4)CC3)c2c1,,,,6.48,,,,,,,,,,,,,,,,,
312844,COc1ccc(N2CCN(CCCCc3c[nH]c4ccc(OC5CCCC5)cc34)CC2)cc1,,,,7.05,,,,,,,,,,,,,,,,,
312848,Fc1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)OCCO5)CC3)c2c1,,,,8.3,,,,,,,,,,,,,,,,,
312849,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc(O)cc4)CC3)c2c1,,,,8.22,,,,,,,,,,,,,,,,,
312879,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)CC(C(N)=O)O5)CC3)c2c1,,,,8.49,,,,,,,,,,,,,,,,,
312880,COc1ccc2[nH]cc(CCCCN3CCN(c4ccc(O[Si](C)(C)C(C)(C)C)cc4)CC3)c2c1,,,,7.16,,,,,,,,,,,,,,,,,
312881,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C#N)cc5c4)CC3)c2c1,,,,9.4,,,,,,,,,,,,,,,,,
312885,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)CCO5)CC3)c2c1,,,,8.4,,,,,,,,,,,,,,,,,
312909,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4cc(F)c(C#N)c(F)c4)CC3)c2c1,,,,7.44,,,,,,,,,,,,,,,,,
312910,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5sc(C(N)=O)cc5c4)CC3)c2c1,,,,8.51,,,,,,,,,,,,,,,,,
312912,COc1ccc(N2CCN(CCCCc3c[nH]c4ccc(OC(C)=O)cc34)CC2)cc1,,,,9.3,,,,,,,,,,,,,,,,,
312916,NC(=O)c1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)CCCO5)CC3)c2c1,,,,9.725,,,,,,,,,,,,,,,,,
312917,O=Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)OCCO5)CC3)c2c1,,,,9.15,,,,,,,,,,,,,,,,,
312940,COC(=O)c1ccc2[nH]cc(CCCCN3CCN(c4ccc(OC)cc4)CC3)c2c1,,,,8.1,,,,,,,,,,,,,,,,,
312941,Oc1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)OCCO5)CC3)c2c1,,,,9.7,,,,,,,,,,,,,,,,,
312946,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc(F)cc4)CC3)c2c1,,,,8.7,,,,,,,,,,,,,,,,,
312947,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc(C#N)c(C#N)c4)CC3)c2c1,,,,7.92,,,,,,,,,,,,,,,,,
312971,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,,,,9.29,5.3,5.4,,,,,5.82,,5.7,5.37,,,6.6,,,5.52,5.465
312972,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccccc4C(N)=O)CC3)c2c1,,,,8.19,,,,,,,,,,,,,,,,,
312978,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4cccc5nsnc45)CC3)c2c1,,,,9.0,,,,,,,,,,,,,,,,,
313005,NC(=O)c1ccc2[nH]cc(CCCCN3CCN(c4ccc(O)cc4)CC3)c2c1,,,,9.7,,,,,,,,,,,,,,,,,
313037,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(=O)ccc5c4)CC3)c2c1,,,,10.0,,,,,,,,,,,,,,,,,
313072,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccccc4)CC3)c2c1,,,,6.4,,,,,,,,,,,,,,,,,
313073,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)CCCO5)CC3)c2c1,,,,8.3,,,,,,,,,,,,,,,,,
313098,CCCCCOc1ccc2[nH]cc(CCCCN3CCN(c4ccc(OC)cc4)CC3)c2c1,,,,6.7,,,,,,,,,,,,,,,,,
313106,NC(=O)c1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)CCO5)CC3)c2c1,,,,9.3,,,,,,,,,,,,,,,,,
313130,N#Cc1cc2cc(N3CCN(CCCCc4c[nH]c5ccc(F)cc45)CC3)ccc2o1,,,,8.3,,,,,,,,,,,,,,,,,
313131,COc1ccc(Cl)cc1N1CCN(CCCCc2c[nH]c3ccc(C#N)cc23)CC1,,,,7.52,,,,,,,,,,,,,,,,,
313132,COc1ccc(N2CCN(CCCCc3c[nH]c4ccc(OCc5ccccc5)cc34)CC2)cc1,,,,7.47,,,,,,,,,,,,,,,,,
313133,COc1ccc2[nH]cc(CCCCN3CCN(c4cc(C)c(OC)c(C)c4)CC3)c2c1,,,,7.22,,,,,,,,,,,,,,,,,
313138,Clc1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)OCCO5)CC3)c2c1,,,,7.4,,,,,,,,,,,,,,,,,
313139,COc1ccc(N2CCN(CCCCc3c[nH]c4ccc(C#N)cc34)CC2)cc1,,,,9.0,,,,,,,,,,,,,,,,,
313160,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5[nH]c(C(N)=O)cc5c4)CC3)c2c1,,,,7.85,,,,,,,,,,,,,,,,,
313162,c1ccc2c(CCCCN3CCN(c4ccc5c(c4)OCCO5)CC3)c[nH]c2c1,,,,8.1,,,,,,,,,,,,,,,,,
313163,NC(=O)c1cc2cc(N3CCN(CCCCc4c[nH]c5ccc(F)cc45)CC3)ccc2o1,,,,8.52,,,,,,,,,,,,,,,,,
313168,COc1ccccc1N1CCN(CCCCc2c[nH]c3ccc(C#N)cc23)CC1,,,,9.0,,,,,,,,,,,,,,,,,
313169,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5nsnc5c4)CC3)c2c1,,,,8.7,,,,,,,,,,,,,,,,,
313198,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc(C(N)=O)cc4)CC3)c2c1,,,,6.93,,,,,,,,,,,,,,,,,
313199,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5occc5c4C(N)=O)CC3)c2c1,,,,8.48,,,,,,,,,,,,,,,,,
313231,COc1ccc(N2CCN(CCCCc3c[nH]c4ccc(C(N)=O)cc34)CC2)cc1,,,,10.05,,,,,,,,,,,,,,,,,
313266,O=c1ccc2cc(N3CCN(CCCCc4c[nH]c5ccc(F)cc45)CC3)ccc2o1,,,,9.15,,,,,,,,,,,,,,,,,
313300,COc1ccc(N2CCN(CCCCc3c[nH]c4ccc(C#N)cc34)CC2)cc1OC,,,,7.22,,,,,,,,,,,,,,,,,
313329,COc1c(Cl)cc(N2CCN(CCCCc3c[nH]c4ccc(C(N)=O)cc34)CC2)cc1Cl,,,,9.15,,,,,,,,,,,,,,,,,
313330,COc1ccccc1N1CCN(CCCCc2c[nH]c3ccc(C(N)=O)cc23)CC1,,,,10.0,,,,,,,,,,,,,,,,,
313341,COc1ccc2c(c1)CCN(CCCNS(=O)(=O)c1cccc3ccccc13)C2,,,,,,,,,,,,,,,,,,,,,6.41
313484,COc1ccc(S(=O)(=O)NCCCN2CCc3cc(OC)ccc3C2)cc1,,,,,,,,,,,,,,,,,,,,,6.44
313518,CCN(CCCN1CCc2cc(OC)ccc2C1)S(=O)(=O)c1ccc(OC)cc1,,,,,,,,,,,,,,,,,,,,,7.72
313523,COc1ccc2[nH]cc(C3=CCN(Cc4ccccc4)CC3)c2c1,,,,6.86,,,,,,,,,,,,,,,,,5.96
313552,COc1ccc(S(=O)(=O)NCCCN2CCN(c3ccccc3OC)CC2)cc1,,,,6.57,,,,,,,5.29,,5.01,,,,,,,,7.28666666666667
313553,COc1ccc2c(c1)CCN(CCCNS(=O)(=O)c1ccccc1)C2,,,,,,,,,,,,,,,,,,,,,7.12
313734,CCN(CCCN1CCc2cc(OC)ccc2C1)S(=O)(=O)c1ccc(C)cc1,,,,,,,,,,,,,,,,,,,,,7.96
313738,CCN(CCCN1CCc2cc(OC)ccc2C1)S(=O)(=O)c1cccc2ccccc12,,,,,,,,,,,,,,,,,,,,,6.25
313883,CCN(CCCN1CCc2cc(OC)ccc2C1)S(=O)(=O)c1ccccc1,,,,,,,,,,,,,,,,,,,,,7.27
313909,COc1ccc2c(c1)CCN(CCCNS(=O)(=O)c1ccc(C)cc1)C2,,,,,,,,,,,,,,,,,,,,,6.28
314062,CCN(CCCN1CCN(c2ccccc2OC)CC1)S(=O)(=O)c1ccc(C)cc1,,,,,,,,,,,,,,,,,,,,,7.72
314225,COc1ccccc1N1CCN(CCNS(=O)(=O)c2ccc(C)cc2)CC1,,,,,,,,,,,,,,,,,,,,,7.12
314226,COc1ccccc1N1CCN(CCCNS(=O)(=O)c2ccc(C)cc2)CC1,,,,,,,,,,,,,,,,,,,,,7.28
314587,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,,,,4.6,,,,,,,,,,,,,,,,,
314682,CN(C)CCc1cn(Cc2ccccc2)c2ccccc12,,,,,,,,,,,,,,,,,,,,8.22,
314711,CN1CCC[C@H]1Cn1cc(Cc2ccccc2)c2ccccc21.O=C(O)C(=O)O,,,,,,,,,,,,,,,,,,,,7.54,
314931,CN1CCC[C@@H]1Cc1cn(S(=O)(=O)c2ccccc2)c2ccccc12.O=C(O)C(=O)O,,,,,,,,,,,,,,,,,,,,9.52,
315025,CN(C)CCn1cc(Cc2ccccc2)c2ccccc21,,,,,,,,,,,,,,,,,,,,7.5,
315051,CN1CCC[C@@H]1Cn1cc(Cc2ccccc2)c2ccccc21.O=C(O)C(=O)O,,,,,,,,,,,,,,,,,,,,8.0,
315111,CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccn3)cc2)cc1)C(=O)CCC1CCCC1.O=C(O)C(F)(F)F,,,,,,,,,,,,,,,,,,7.5,,,
315112,CN(C)CCN(Cc1ccc(-c2ccc(CNCCOc3ccccc3)cc2)cc1)C(=O)CCC1CCCC1.O=C(O)C(F)(F)F,,,,,,,,,,,,,,,,,,7.1,,,
315113,O=C(CCC1CCCC1)N(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)CC1CCCCN1.O=C(O)C(F)(F)F,,,,,,,,,,,,,,,,,,7.6,,,
315117,CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cn2)cc1)C(=O)/C=C/c1ccccc1,,,,,,,,,,,,,,,,,,8.3,,,
315158,O=C(O)C(=O)O.O=S(=O)(c1ccccc1)n1cc(C[C@H]2CCCN2)c2ccccc21,,,,,,,,,,,,,,,,,,,,8.11,
315211,COc1cccc(CCN(Cc2ccc(-c3ccc(CNCCc4ccccc4)cc3)cc2)C(=O)/C=C/c2ccccc2)c1.O=C(O)C(F)(F)F,,,,,,,,,,,,,,,,,,6.3,,,
315212,COCCNCc1ccc(-c2ccc(CN(Cc3cccnc3)C(=O)/C=C/c3ccccc3)cc2)cc1.O=C(O)C(F)(F)F,,,,,,,,,,,,,,,,,,5.2,,,
315213,O=C(/C=C/c1ccccc1)N(Cc1ccc(-c2ccc(CNCc3ccc4c(c3)OCO4)cc2)cc1)Cc1cccnc1.O=C(O)C(F)(F)F,,,,,,,,,,,,,,,,,,6.0,,,
315214,CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)C(=O)c1ccccc1.O=C(O)C(F)(F)F,,,,,,,,,,,,,,,,,,6.2,,,
315215,CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)C(=O)Nc1ccccc1.O=C(O)C(F)(F)F,,,,,,,,,,,,,,,,,,6.4,,,
315266,CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)nc1)C(=O)/C=C/c1ccccc1,,,,,,,,,,,,,,,,,,7.6,,,
315294,c1ccc(CCNCc2ccc(-c3cccc(CNC4CCN(Cc5ccccc5)CC4)c3)cc2)cc1,,,,,,,,,,,,,,,,,,6.7,,,
315328,CN(C)CCN(Cc1ccc(-c2ccc(CN)cc2)cc1)C(=O)CCC1CCCC1.O=C(O)C(F)(F)F,,,,,,,,,,,,,,,,,,5.5,,,
315329,CN(C)CCN(Cc1ccc(-c2ccc(CNC3Cc4ccccc4C3)cc2)cc1)C(=O)CCC1CCCC1.O=C(O)C(F)(F)F,,,,,,,,,,,,,,,,,,6.6,,,
315379,O=C(O)C(=O)O.O=S(=O)(c1ccccc1)n1cc(C[C@@H]2CCCN2)c2ccccc21,,,,,,,,,,,,,,,,,,,,7.34,
315432,CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)C(=O)/C=C/c1ccccc1.O=C(O)C(F)(F)F,,,,6.1,6.2,6.8,,,,,6.4,5.9,6.2,,,,,7.6,,,6.0
315433,O=C(/C=C/c1ccccc1)N(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)Cc1cccnc1.O=C(O)C(F)(F)F,,,,6.0,6.2,5.9,,,,,6.1,5.7,6.0,,,,,7.3,,,5.9
315439,CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)S(=O)(=O)/C=C/c1ccccc1.O=C(O)C(F)(F)F,,,,,,,,,,,,,,,,,,6.6,,,
315474,c1ccc(CCNCc2ccc(-c3ccc(CNC4CCN(Cc5ccccc5)CC4)cc3)cc2)cc1,,,,,,,,,,,,,,,,,,6.9,,,
315478,CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cn2)cc1)C(=O)CCC1CCCC1,,,,,,,,,,,,,,,,,,7.9,,,
315543,O=C(O)C(F)(F)F.O=C(c1ccc2c(c1)OCO2)N(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)Cc1cccnc1,,,,,,,,,,,,,,,,,,6.7,,,
315544,CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)C(=O)C1CC1c1ccccc1.O=C(O)C(F)(F)F,,,,,,,,,,,,,,,,,,7.1,,,
315545,CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)C(=O)CCC1CCCC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,,,,6.3,6.5,6.4,,,,,6.1,6.0,6.4,,,,,8.2,,5.4,5.4
315572,CN1CCC[C@H]1Cc1cn(S(=O)(=O)c2ccccc2)c2ccccc12.O=C(O)C(=O)O,,,,,,,,,,,,,,,,,,,,8.77,
315574,CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)nc1)C(=O)CCC1CCCC1,,,,,,,,,,,,,,,,,,7.5,,,
315640,C[C@@H]1CNC[C@H]2Cc3ccc(C#N)cc3N21,,,,,,,,,,,6.96,7.05,8.42,,,,,,,,
315641,CC(=O)Nc1ccc2c(c1)N1[C@@H](CNC[C@H]1C)C2,,,,,,,,,,,5.96,6.02,6.17,,,,,,,,
315680,Cc1ccc2c(c1C)N1[C@H](CNC[C@H]1C)C2,,,,,,,,,,,6.99,7.17,8.02,,,,,,,,
315681,Cc1c(Cl)ccc2c1N1[C@@H](CNC[C@H]1C)C2,,,,,,,,,,,8.59,8.49,9.52,,,,,,,,
315778,Cc1c(Cl)ccc2c1N1CCNC[C@@H]1C2,,,,,,,,,,,7.28,6.85,7.5,,,,,,,,
315789,Cc1ccc2c(c1)N1[C@@H](CNC[C@H]1C)C2,,,,,,,,,,,7.66,7.68,8.89,,,,,,,,
315830,C[C@@H]1CNC[C@H]2Cc3ccc(C(F)(F)F)cc3N21,,,,,,,,,,,8.12,7.96,8.85,,,,,,,,
315853,Cc1cccc2c1N1[C@@H](CNC[C@H]1C)C2,,,,,,,,,,,7.37,7.23,8.59,,,,,,,,
315885,Cc1ccc2c(c1C)N1[C@@H](CNC[C@H]1C)C2,,,,,,,,,,,7.47,7.89,8.77,,,,,,,,
315926,Clc1ccc2c(c1)N1CCNCC1C2,,,,,,,,,,,7.5,7.28,7.51,,,,,,,,
315980,Cc1c(Cl)ccc2c1N1[C@H](CNC[C@H]1C)C2,,,,,,,,,,,7.56,7.56,8.72,,,,,,,,
316009,Cc1c(Cl)ccc2c1N1CCNC[C@H]1C2,,,,,,,,,,,8.21,8.0,8.82,,,,,,,,
316035,C[C@@H]1CNC[C@H]2Cc3ccc(CO)cc3N21,,,,,,,,,,,6.54,6.6,7.47,,,,,,,,
316208,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,,,,5.03,,,,,,,4.55,,,,,,,,,,
316539,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,,,,4.54,,,,,,,,,,,,,,,,,
316670,CCC(N)Cc1cc(OC)c(Br)cc1OC,,,,,,,,,,,8.12,,,,,,,,,,
316671,CC[C@H](N)[C@H](O)c1cc(OC)c(Br)cc1OC,,,,,,,,,,,7.69,,,,,,,,,,
316776,COc1cccc2c(CCN)cn(S(=O)(=O)c3ccc4ccccc4c3)c12,,,,,,,,,,,,,,,,,,,,8.3,
316791,COc1cc([C@@H](O)[C@@H](C)N)c(OC)cc1Br,,,,,,,,,,,8.53333333333333,,,,,,,,,,
316792,COc1cc([C@@H](OC)[C@H](C)N)c(OC)cc1Br,,,,,,,,,,,7.38666666666667,,,,,,,,,,
316892,COc1cc(C2CNCCO2)c(OC)cc1Br,,,,,,,,,,,7.69,,,,,,,,,,
316893,COc1cc(C(O)CN)c(OC)cc1Br,,,,,,,,,,,8.68,,,,,,,,,,
316894,COc1cc(C(CN)OC)c(OC)cc1Br,,,,,,,,,,,8.10666666666667,,,,,,,,,,
316900,COc1cc([C@@H](OC)[C@@H](C)N)c(OC)cc1Br,,,,,,,,,,,8.64333333333333,,,,,,,,,,
316950,COc1ccc(NS(=O)(=O)c2cccc(I)c2)cc1N1CCNCC1,,,,,,,,,,,,,,,,,,,,9.1,
316951,COc1ccc2c(c1)c(CCN)cn2S(=O)(=O)c1cccc2ccccc12,,,,,,,,,,,,,,,,,,,,9.1,
